"key","message","comment","context"
"Please fill in the delivery (to) address to get the delivery itinerary.","Vui lòng điên địa chỉ giao hàng để xem lịch trình giao hàng.",,
"Please fill in the source (from) location address to get the delivery itinerary.","Vui lòng điền địa chỉ kho nguồn để xem lịch trình giao hàng",,
"Please fill printing settings on following stock moves: %s","Vui lòng điền cài đặt in cho các lần điều chuyển hangfL %s",,
"Please fill the conformity for the product(s) : %s","Vui lòng điền tuân theo đúng (các) sản phẩm: %s",,
"Please fill the tracking number for the product(s) : %s","Vui lòng điền mã truy vết cho (các) sản phẩm: %s",,
"Please fill unit for the stock location line in %s for the product %s.","Vui lòng điền đơn vị cho bản ghi kho hàng trong %s của sản phẩm %s.",,
"Please fill unit for the stock location line with tracking number %s in %s for the product %s.","Vui lòng điền đơn vị cho bản ghi kho hàng với mã truy vết %s trong %s cho sản phẩm %s.",,
"Please filled supplier shipment date and supplier shipment reference.","Vui lòng điền vào ngày giao hàng của nhà cung cấp và tham khảo lô hàng của nhà cung cấp.",,
"Please select lines to split","Vui lòng chọn các dòng để chia",,
"Please select the Stock Location(s) to print.","Vui lòng chọn (các) vị trí kho để in.",,
"Please select the StockMove(s) to print.","Vui lòng chọn (các) hoạt động điều chuyển hàng để in.",,
"Please select the stock move(s) to print","Vui lòng chọn (các) hoạt động điều chuyển hàng để in.",,
"Please set an economic are in AppStock.","Vui lòng cài đặt vùng kinh tế cho phần mềm Kho vận",,
"Price used for WAP","Giá áp dụng cho WAP",,
"Print","In",,
"Print Incoming Move","In chuyến hàng đến",,
"Print Internal Move","In chuyển kho hàng nội bộ",,
"Print Outgoing Move","In chuyển hàng đi",,
"Print Picking StockMove(s)","In (các) hoạt động điều chuyển hàng được chọn",,
"Print StockMove(s)","In (các) hoạt động điều chuyển hàng",,
"Print certificate of conformity","In chứng chỉ hợp quy",,
"Print packing list","In danh sách gói hàng",,
"Print picking order","In đơn hàng được chọn",,
"Printing Type","Loại in",,
"Printing settings","Cài đặt in",,
"Product","Sản phẩm",,
"Product Code","Mã sản phẩm",,
"Product Name","Tên sản phẩm",,
"Product cannot be null.","Sản phẩm không được rỗng.",,
"Product category","Danh mục sản phẩm",,
"Product code","Mã sản phẩm",,
"Product deliveries in qty by country","Sản phẩm được giao với số lượng theo quốc gia",,
"Product deliveries in qty by country by accounting family","Sản phẩm được giao với số lượng theo quốc gia theo kế toán",,
"Product description","Mô tả Sản phẩm",,
"Product model","Dòng sản phẩm",,
"Product name","Tên sản phẩm",,
"Product quantity in other stock locations","Số lượng sản phẩm ở các kho khác",,
"Product tracking number","Mã truy vết sản phẩm",,
"Product type","Loại sản phẩm",,
"Product's stocks %s (%s) are not in sufficient quantity to realize the delivery","Tồn kho của sản phẩm %s (%s) không đủ để giao hàng",,
"Product's stocks %s (%s) exceeds maximum stock rules.","Tồn kho của sản phầm %s (%s) vượt quá quy tắc lượng hàng tối đa",,
"Product's stocks %s (%s), tracking number %s are not in sufficient quantity to realize the delivery","Tồn kho sản phẩm %s ( %s), mã truy vết %s không đủ số lượng để thực hiện việc giao hàng",,
"Production Qty by tracking","Số lượng sản xuất bằng số theo dõi",,
"Production Stock Move in Planned","Hàng tồn kho sản xuất trong kế hoạch",,
"Production Stock Move out Planned","Hàng tồn kho sản xuất ngoài kế hoạch",,
"Production forecasts","Dự báo sản xuất",,
"Production needs","Nhu cầu sản xuất",,
"Production stock move in realized","Chuyển kho sản phẩm vào đã được thực hiện",,
"Production stock move out realized","Chuyển kho sản phẩm đi đã được thực hiện",,
"Production tracking management","Quản lý theo dõi sản xuất",,
"Products","Sản phẩm",,
"Products whose future quantity is less than the minimum quantity allowed","Sản phẩm có số lượng trong tương lai ít hơn số lượng tối thiểu cho phép",,
"Provision","Điều khoản",,
"Purchase Qty by tracking","Số lượng mua vào theo se-ri",,
"Purchase order","Đơn đặt hàng",,
"Purchase price","Giá mua",,
"Purchase price in company currency, used for declaration of exchange.","Giá mua theo đơn vị tiền tệ của công ty, dùng để kê khai hối đoái.",,
"Purchase tracking management","Quản lí số theo dõi mua hàng",,
"Purchase value","Giá trị mua",,
"Qty","Số lượng",,
"Quality control default stock location","Kiểm soát chất lượng kho mặc định",,
"Quality rating","Đánh giá chất lượng",,
"Quantities","Số lượng",,
"Quantity","Số lượng",,
"Quantity is required on line %d.","Số lượng bắt buộc trên dòng% d.",,
"Rack","Giá đỡ",,
"Racks range","Phạm vi giá đỡ",,
"Real Qty","Số lượng thực",,
"Real Quantity","Số lượng thực",,
"Real qty","Số lượng thực",,
"Real quantity problem","Vấn đề số lượng thực",,
"Real valuation","Định giá thực tế",,
"Real/Current Quantity","Số lượng thực/hiện tại",,
"Realize","Thực hiện",,
"Realize stock moves upon parcel/pallet collection","Thực hiện điều chuyển kho trên bộ bưa kiện/pallet",,
"Realized","Thực hiện",,
"Realized stock move lines","Thực hiện điều chuyển kho",,
"Reason","Lý do",,
"Receipt default stock location","Biên lai kho mặc định",,
"Receipt stock move","Biên lai điều chuyển hàng",,
"Ref.","Tham chiếu.",,
"Refill Qty","Số lượng dự trữ",,
"Refill type","Loại dự trữ",,
"Refresh the products net mass","Làm mới khối lượng thực của sản phẩm",,
"Regime","Chế độ",,
"Rental loan leasing more than 24 months","Cho thuê cho thuê trên 24 tháng",,
"Replacement of non returned goods","Thay thế hàng không trả lại",,
"Replacement of returned goods","Thay thế hàng trả lại",,
"Reportings","Báo cáo",,
"Reports","Báo cáo",,
"Request reservation","Yêu cầu đặt chỗ trước",,
"Require to fill conformity for products ticked 'Control on Receipt'","Đánh dấu vào 'Kiểm soát khi nhận'",,
"Require to fill the shipment information","Yêu cầu điền thông tin lô hàng",,
"Reservation requested","Đã yêu cầu đặt trước",,
"Reserved Qty","Số lượng đặt trước",,
"Reserved qty","Số lượng đặt trước",,
"Return Surplus","Trả lại số dư",,
"Return of goods","Trả lại hàng hóa",,
"Return surplus","Trả lại số dư",,
"Reversions","Đảo ngược",,
"Run","Chạy",,
"Sale Qty by tracking","Theo dõi số lượng bán",,
"Sale order","Đơn đặt hàng",,
"Sale tracking management","Quản lý theo dõi bán hàng",,
"Sale value","Giá trị bán",,
"Search","Tìm kiếm",,
"See stock move lines","Xem chi tiết điều chuyển kho",,
"Select format to Export","Chọn định dạng để xuất",,
"Seller","Người bán",,
"Send email on stock move realization","Gửi email khi thực hiện điều chuyển hàng",,
"Send email when planning stock move","Gửi email khi lập kế hoạch điều chuyển hàng",,
"Send email when saving logistical form","Gửi email khi lưu biểu mẫu logistic",,
"Separate the shipment operations","Tách biệt các hoạt động vận chuyển",,
"Seq.","Mã tăng",,
"Sequence","Mã tăng",,
"Serial Nbr","Số sê ri",,
"Ship/Receive all products","Giao/Nhận tất cả sản phẩm",,
"Shipment Mode","Hình thức giao hàng",,
"Shipment mode","Hình thức giao hàng",,
"Shipped date","Ngày vận chuyển",,
"Shipped qty","Số lượng vận chuyển",,
"Shipping default stock location","Địa điểm giao hàng mặc định",,
"Show Generated Stock Move","Hiển thị hành động điều chuyển hàng đã tạo",,
"Show detailed stock","Hiển thị chi tiết kho",,
"Show stock move lines","Hiển thị chi tiết điều chuyển kho",,
"Show stock move(s)","Hiển thị (các) hoạt động điều chuyển hàng",,
"Signatory user","Người ký kết",,
"Special operations","Hoạt động đặc biệt",,
"Special split","Phân chia đặc biệt",,
"Specify the barcode type by stock location","Xác định loại mã vạch theo vị trí kho",,
"Specify the barcode type by tracking number configuration","Chỉ định loại mã vạch bằng cách cấu hình mã truy vết",,
"Split","Tách ra",,
"Split by tracking numbers","Phân chia theo mã truy vết",,
"Split by unit","Chia theo đơn vị",,
"Split in Qty of","Chia theo số lượng",,
"Split into 2","Chia thành 2",,
"Split quantity cannot be higher than real quantity.","Số lượng chia không được cao hơn số lượng thực.",,
"Split quantity cannot be negative.","Số lượng phân chia không được âm.",,
"Start","Bắt đầu",,
"Status","Trạng thái",,
"Stock","Kho",,
"Stock Availability","Hàng khả dụng",,
"Stock Correction","Điều chỉnh tồn kho",,
"Stock Correction Reason","Lý do điều chỉnh kho",,
"Stock Correction Reasons","Lý do điều chỉnh kho",,
"Stock Corrections","Điều chỉnh kho",,
"Stock History","Lịch sử kho",,
"Stock Location","Kho hàng",,
"Stock Location Tree","Sơ đồ cây kho",,
"Stock Location content","Nội dung vị trí kho",,
"Stock Locations","Vị trí kho",,
"Stock Locations content","Nội dung vị trí kho",,
"Stock Move","Điều chuyển hàng",,
"Stock Move Lines","Chi tiết điều chuyển kho",,
"Stock Move Origin","Nguồn gốc di chuyển hàng tồn kho",,
"Stock Moves","Điều chuyển hàng",,
"Stock Moves consumption historical","Lịch sử tiêu thụ hàng",,
"Stock Moves consumption planned","Kế hoạch tiêu thụ hàng",,
"Stock Moves historical","Lịch sử điều chuyển hàng",,
"Stock Moves planned","Kế hoạch điều chuyển hàng",,
"Stock Rules","Quy tắc kho",,
"Stock availability","Hàng khả dụng",,
"Stock config","Cấu hình kho",,
"Stock config (${ name })","Cấu hình kho ($ {name})",,
"Stock configuration","Cấu hình kho",,
"Stock configurations","Cấu hình kho",,
"Stock control","Quản lý kho",,
"Stock correction","Điều chỉnh kho",,
"Stock history","Lịch sử kho",,
"Stock history line","Chi tiết lịch sử kho",,
"Stock location","Kho hàng",,
"Stock location barcode type","Loại mã vạch",,
"Stock location content","Nội dung vị trí kho",,
"Stock location details","Chi tiết kho",,
"Stock location filters","Bộ lọc vị trí kho",,
"Stock location is missing for these lines : %s","Kho bị thiếu các bản ghi sau: %s",,
"Stock location line","Chi tiết kho",,
"Stock location lines","Chi tiết kho",,
"Stock location value","Giá trị vị trí kho",,
"Stock location value on form view","Giá trị kho ở chế độ xem biểu mẫu",,
"Stock location(s)","Kho hàng",,
"Stock locations","Kho hàng",,
"Stock managed","Quản lí kho",,
"Stock management","Quản lí kho",,
"Stock move","Điều chuyển hàng",,
"Stock move content","Nội dung điều chuyển hàng",,
"Stock move information","Thông tin điều chuyển hàng",,
"Stock move line","Chi tiết kho",,
"Stock move line filters","Bộ lọc chi tiết kho",,
"Stock move line is required on line %d.","Bản ghi chuyển kho là bắt buộc ở %d",,
"Stock move lines","Chi tiết điều chuyển kho",,
"Stock move printing settings","Cài đặt in chuyển kho",,
"Stock moves","Điều chuyển hàng",,
"Stock per day","Hàng tồn mỗi ngày",,
"Stock rule","Quy tắc kho",,
"Stock rule information","Thông tin quy tắc kho",,
"Stock rules","Quy tắc kho",,
"Stock rules created","Quy tắc kho được tạo",,
"Stock's movement's type undefined","Loại chuyển động hàng hóa không được xác định",,
"StockLocation.accountingValue","Giá trị kế toán",,
"StockLocation.code","Mã",,
"StockLocation.date","Ngày",,
"StockLocation.detailsByStockLocation","Chi tiết kho",,
"StockLocation.location","Địa điểm",,
"StockLocation.locationFinancialData","Địa điểm dữ liệu tài chính",,
"StockLocation.locationTotalContent","Địa điểm nội dung ",,
"StockLocation.locations","Địa điểm",,
"StockLocation.productName","Tên sản phẩm",,
"StockLocation.purchaseValue","Giá trị sản phẩm",,
"StockLocation.qtyUnit","Đơn vị",,
"StockLocation.saleValue","Giá trị bán",,
"StockLocation.stockLocationContent","Nội dung địa chỉ kho",,
"StockLocation.total","Toàn bộ",,
"StockLocation.totalAccountingValue","Tổng giá trị kế toán",,
"StockLocation.totalPurchaseValue","Tổng giá trị mua",,
"StockLocation.totalSaleValue","Tổng giá trị bán",,
"StockLocation.totalWapValue","Tổng giá trị WAP",,
"StockLocation.unitValue","Giá trị đơn vị",,
"StockLocation.wapValue","Giá trị WAP",,
"StockMove","Hoạt động điều chuyển hàng",,
"StockMove(s)","(Các) Hoạt động điều chuyển hàng",,
"StockMove.barcode","Mã vạch",,
"StockMove.comments","Nhận xét",,
"StockMove.customer","Khách hàng",,
"StockMove.customerPartnerSeq","Trình tự đối tác của khách hàng",,
"StockMove.date","Ngày",,
"StockMove.deliveryAddress","Địa chỉ giao hàng",,
"StockMove.deliveryDetails","Chi tiết giao hàng",,
"StockMove.deliveryOrder","Đơn hàng giao hàng",,
"StockMove.description","Mô tả",,
"StockMove.grossMass","Tổng khối lượng",,
"StockMove.internalMove","Điều chuyển hàng nội bộ",,
"StockMove.ispm","ISPN",,
"StockMove.lotNoRef","Số lô tham khảo",,
"StockMove.mass","Khối lượng",,
"StockMove.movePreparedBy","Điều chuyển được chuẩn bị bởi",,
"StockMove.netMass","Khối lượng ròng",,
"StockMove.numOfPackages","Số gói hàng",,
"StockMove.numOfPalettes","Số Pallet",,
"StockMove.orderDate","Ngày đặt hàng",,
"StockMove.pickingOrder","Đơn hàng được chọn",,
"StockMove.product","Sản phẩm",,
"StockMove.productionNote","Ghi chú sản xuất",,
"StockMove.purchaseOrder","Đơn mua hàng",,
"StockMove.qtyUnit","Đơn vị",,
"StockMove.rackNbr","Số rack",,
"StockMove.receivedBy","Nhận bởi",,
"StockMove.receptionOrder","Tiếp nhận đơn đặt hàng",,
"StockMove.reference","Tham khảo",,
"StockMove.stockPreparedBy","stock Prepared By",,
"StockMove.supplierPartnerSeq","Trình tự Đối tác nhà cung cấp",,
"StockMove.unitPrice","Đơn giá",,
"StockMove.variant","Biến thể",,
"Stocks","Tồn kho",,
"Supplementary unit","Đơn vị bổ sung",,
"Supplier Shipment Date","Ngày giao hàng",,
"Supplier Shipment Ref","Tham chiếu lô hàng của nhà cung cấp",,
"Supplier arrival product qty","Số lượng sản phẩm của nhà cung cấp",,
"Supplier arrivals","Nhận hàng NCC",,
"Supplier arrivals filters","Nhà cung cấp đến bộ lọc",,
"Supplier deliveries","Nhà cung cấp giao hàng",,
"Supplier quality rating","Xếp hạng chất lượng nhà cung cấp",,
"Supplier returns","Hàng trả lại NCC",,
"Supplier virtual stock location","Kho ảo của Nhà cung cấp",,
"Team to alert","Nhóm cảnh báo",,
"Text in certificate of conformity","Văn bản trong giấy chứng nhận hợp quy",,
"The move doesn't contain any product, do you wish to continue ?","Việc điều chuyển hàng không chứa bất kỳ sản phẩm nào, bạn có muốn tiếp tục không?",,
"The quantity by lot must be greater than 0","Số lượng theo lô phải lớn hơn 0",,
"The template to send message on realization is missing.","Mẫu gửi thông báo khi thực hiện bị thiếu.",,
"The template to send message on save is missing.","Mẫu gửi thông báo khi lưu bị thiếu.",,
"The total net mass is higher than the total gross mass.","Tổng khối lượng ròng cao hơn tổng khối lượng.",,
"The tracking number configuration quantity is equal to zero, it must be at least one.","Số lượng cấu hình mã truy vết 0, ít nhất phải là một.",,
"The type of cancel reason doesn't match with stock move","Loại lý do hủy không phù hợp với việc điều chuyển hàng",,
"There is currently no such file in the specified folder or the folder may not exists.","Hiện tại không có tệp như vậy trong thư mục được chỉ định hoặc thư mục có thể không tồn tại.",,
"There is more than one line for same product with same tracking number.","Có nhiều hơn một dòng cho cùng một sản phẩm với cùng một mã truy vết.",,
"There's already an existing storage, you must deactivate it first","Đã có một bộ nhớ hiện có, trước tiên bạn phải hủy kích hoạt nó",,
"There's no configured sequence for inventory for company","Không có mã tăng nào được cấu hình cho kiểm kê hàng tồn kho của công ty",,
"There's no configured sequence for stock's delivery for the company %s","Không có mã tăng nào được cấu hình cho giao hàng của công ty %s",,
"There's no configured sequence for stock's intern moves for the company %s","Không có mã tăng nào được cấu hình cho điều hướng hàng nội chú của công ty %s",,
"There's no configured sequence for stock's receptions for the company %s","Không có mã tăng nào được cấu hình cho nhận hàng của công ty %s",,
"There's no configured sequence for tracking number for the product %s:%s","Không có mã tăng nào được cấu hình cho mã truy vết của sản phẩm %s: %s",,
"There's no destination stock location selected for the stock's movement %s","Không có vị trí kho đích nào được chọn cho sự chuyển kho %s",,
"There's no product in stock location.","Không có sản phẩm trong kho.",,
"There's no source stock location selected for the stock's movement %s","Không có nguồn hàng nào được chọn cho hoạt động điều chuyển kho %s",,
"Title","Tiêu đề",,
"To","Đến",,
"To Date","Ngày kết thúc",,
"To address","Đến địa chỉ",,
"To rack","Để gá",,
"To stock location","Đến kho",,
"Today","Hôm nay",,
"Today Arrivals","Hàng đến ngày hôm nay",,
"Too many iterations while trying to generate stock move line with tracking numbers.","Quá nhiều lần lặp lại khi cố gắng tạo dòng điều chuyển hàng với các mã truy vết.",,
"Tools","Công cụ",,
"Total","Tổng cộng",,
"Total W.T.","Tổng chưa thuế",,
"Total gross mass","Tổng khối lượng",,
"Total net mass","Tổng khối lượng ròng",,
"Total quantity for %s: %s (expected: %s)","Tổng số lượng cho %s: %s (dự kiến: %s)",,
"Total volume (m³)","Tổng thể tích (m3)",,
"Tracking","Truy vết",,
"Tracking Nbr","Mã truy vết",,
"Tracking Nbr.","Mã truy vết.",,
"Tracking Nbr. Config.","Cấu hình mã truy vết",,
"Tracking Number","Mã truy vết",,
"Tracking Number Configuration","Cấu hình mã truy vết",,
"Tracking Number Search","Tìm theo mã truy vết",,
"Tracking Numbers","Mã truy vết",,
"Tracking number","Mã truy vết",,
"Tracking number barcode type","Loại mã vạch mã truy vết",,
"Tracking number configuration","Cấu hình mã truy vết",,
"Tracking number search","Tìm theo mã truy vết",,
"TrackingNumber","Mã truy vết",,
"Trading Name","Tên giao dịch",,
"Trading name","Tên giao dịch",,
"Transaction leading to property transfer","Giao dịch dẫn đến chuyển nhượng tài sản",,
"Transfers under inward processing","Chuyển tiền trong quá trình xử lý nội bộ",,
"Transport by air","Vận chuyển hàng không",,
"Transport by inland waterway","Vận chuyển bằng đường thủy nội địa",,
"Transport by rail","Vận chuyển bằng đường sắt",,
"Transport by road","Vận chuyển bằng đường bộ",,
"Transport by sea","Vận chuyển bằng đường biển",,
"Type","Loại hình",,
"Type Status","Loại trạng thái",,
"Type is required on line %d.","Loại được yêu cầu trên dòng %d.",,
"Type select","Loại chọn",,
"Unavailable","Không có sẵn",,
"Unit","Đơn vị",,
"Unit net mass","Đơn vị khối lượng ròng",,
"Unit of mass","Đơn vị khối lượng",,
"Unit price","Đơn giá",,
"Unknown account selection","Lựa chọn tài khoản không xác định",,
"Unloading in port of import","Dỡ hàng tại cảng nhập khẩu",,
"Unloading of truck in port of export","Dỡ xe tải tại cảng xuất",,
"Upcoming arrivals","Hàng sắp tới",,
"Upcoming customer deliveries","Giao hàng cho khách sắp tới",,
"Upcoming supplier arrivals","Nhà cung cấp sắp tới",,
"Update average price","Cập nhật giá trung bình",,
"Use Case","Ca sử dụng",,
"Use signature for certificate of conformity","Sử dụng chữ ký cho giấy chứng nhận hợp quy",,
"Use tracking number seq as serial number","Sử dụng mã truy vết dõi làm số sê-ri",,
"Used for MRP","Dùng cho MRP",,
"Used in DEB/DES","Dùng cho DEB/DES",,
"User","Người sử dụng",,
"User to alert","Người dùng cảnh báo",,
"Validate","Xác nhận",,
"Validated","Xác nhận",,
"Validated By","Được xác nhận bởi",,
"Validated On","Xác nhận trên",,
"Validated for invoicing","Xác thực để lập hóa đơn",,
"Validation Date","Ngày xác nhận",,
"Validé pour facturation","Xác thực để lập hóa đơn",,
"Valued","Có giá trị",,
"View Direction","Chỉ đường",,
"Virtual","Ảo",,
"Virtual outsourcing stock location","Vị trí kho thuê ảo",,
"Virtual stock locations information","Thông tin vị trí kho ảo",,
"WAP","WAP",,
"WAP History","Lịch sử WAP",,
"WAP history","Lịch sử WAP",,
"WAP value","Giá trị WAP",,
"Warranty expiration date","Ngày hết hạn bảo hành",,
"Waste default stock location","Vị trí kho phế liệu mặc định",,
"Wording","Văn bản",,
"Workshop","Xưởng",,
"Workshop default stock location","Vị trí kho mặc định của hội thảo",,
"XLS","XLS",,
"Yes","Đúng",,
"You cannot choose external stock locations for both fields","Bạn không thể chọn vị trí kho bên ngoài cho cả hai trường",,
"You must configure a Stock module for the company %s","Bạn phải định cấu hình mô-đun kho vận cho công ty% s",,
"You must configure a customer virtual stock location for the company %s","Bạn phải định cấu hình vị trí kho ảo của khách hàng cho công ty %s",,
"You must configure a default pickup stock location for the company %s","Bạn phải định cấu hình vị trí lấy hàng mặc định cho công ty %s",,
"You must configure a default receipt stock location for the company %s","Bạn phải định cấu hình vị trí kho nhận mặc định cho công ty %s",,
"You must configure a supplier virtual stock location for the company %s","Bạn phải định cấu hình vị trí kho ảo của nhà cung cấp cho công ty %s",,
"You must configure an inventory virtual stock location for the company %s","Bạn phải định cấu hình vị trí hàng tồn kho ảo cho công ty %s",,
"You must select a stock location","Bạn phải trọng một vị trí kho",,
"import.name","Tên",,
"import.verb","Động từ",,
"important","Quan trọng",,
"info","Thông tin",,
"success","Thành công",,
"value:Manual correction","Hiệu chỉnh thủ công",,
"value:Stock","Kho vận",,
"warning","Cảnh báo",,
