"key","message","comment","context"
"Minimum Stock of Lunch Vouchers","Số phiếu ăn trưa tối thiểu",,
"Minimum stock of lunch vouchers will be reached for the company %s. Minimum Stock allowed : %s. Available Stock : %s","Số phiếu ăn trưa tối thiểu sẽ đạt được cho công ty% s. Số lượng tối thiểu cho phép:% s. Hàng có sẵn:% s",,
"Minutes","Phút",,
"Miscellaneous Amendment","Sửa đổi khác",,
"Missing hours","Giờ còn thiếu",,
"Monday","Thứ hai",,
"Monthly global cost","Chi phí toàn cầu hàng tháng",,
"Morning","Buổi sáng",,
"Move",,,
"Move Date",,,
"Move already used, you must unreconcile it first",,,
"Multiple users","Nhiều người dùng",,
"Multiple users expenses","Chi phí nhiều người dùng",,
"My Expenses","Chi phí của tôi",,
"My Extra Hours","Làm thêm giờ của tôi",,
"My Leave Requests","Yêu cầu nghỉ phép của tôi",,
"My Timesheets","Bảng chấm công của tôi",,
"My expense","Chi phí của tôi",,
"My expenses","Chi phí của tôi",,
"My extra hours","Làm thêm giờ của tôi",,
"My leave request","Yêu cầu nghỉ phép của tôi",,
"My leave requests","Yêu cầu nghỉ phép của tôi",,
"My timesheet","Bảng chấm công của tôi",,
"My timesheets","Bảng chấm công của tôi",,
"NOM",,,
"NOM DE JEUNE FILLE",,,
"NOM MARITAL",,,
"NUMERO INSEE",,,
"Name","Tên",,
"Name for age variable","Tên cho biến tuổi",,
"Name for seniority variable","Tên cho biến số thâm niên",,
"Name for total working day in a period variable","Tên cho tổng số ngày làm việc trong một biến thời gian",,
"Name for working day variable","Tên cho biến ngày làm việc",,
"Nbr lunch vouchers","Số phiếu ăn trưa",,
"Need validation","Cần xác nhận",,
"Net salary","Mức lương ròng",,
"New","Thêm mới",,
"New employee","Nhân viên mới",,
"New employees","Nhân viên mới",,
"New project line","Chi tiết dự án mới",,
"Nibelis",,,
"No","Không",,
"No Leave Request to be validated by your subordinates","Không có yêu cầu nghỉ phép được xác thực bởi cấp dưới của bạn",,
"No Route Found","Không tìm thấy lộ trình",,
"No Tax for the product %s","Không có thuế đối với sản phẩm %s",,
"No expense to be validated by your subordinates","Không có chi phí nào được xác nhận bởi cấp dưới của bạn",,
"No extra hours to be validated by your subordinates","Không có làm thêm giờ nào được xác thực bởi cấp dưới của bạn",,
"No longer used","Không còn được sử dụng",,
"No such place exists","Không có nơi nào tồn tại",,
"No time sheet found for employee %s","Không tìm thấy bảng chấm công cho nhân viên %s",,
"No timesheet line has been created because the duration is less than 1 minute","Không có bản ghi chấm công nào được tạo vì thời lượng dưới 1 phút",,
"No timesheet to be validated by your subordinates","Không có bảng chấm công nào được cấp dưới của bạn xác nhận",,
"No user found","Không tìm thấy người dùng",,
"Non-Executive","Không điều hành",,
"None","Không có",,
"Not invoiced","Không lập hóa đơn",,
"Number of canteen entries","Số lần vào canteen",,
"Number of days","Số ngày",,
"Number of days before reminder","Số ngày trước khi nhắc nhở",,
"Number of days overseas","Số ngày ở nước ngoài",,
"Number of days worked","Số ngày làm việc",,
"Number of lunch vouchers","Số lượng phiếu ăn trưa",,
"OK",,,
"Occasional","Thỉnh thoảng",,
"Old code","Mã cũ",,
"Old value","Giá trị cũ",,
"One-way","Một chiều",,
"Only missing","Chỉ thiếu",,
"Open Street Maps error: %s","Lỗi bản đồ đường phố: %s",,
"Organization","Tổ chức",,
"Others","Khác",,
"Overseas","Nước ngoài",,
"Overview","Tổng quan",,
"PRENOM",,,
"Paper format","Định dạng giấy",,
"Pause","Tạm ngừng",,
"Pay Company","Công ty thanh toán",,
"Pay Grid","Thanh toán lưới",,
"Pay company main employment contract",,,
"Pay period","Kì thu phí",,
"Payment","Thanh toán",,
"Payment Date","Ngày thanh toán",,
"Payment Status","Tình trạng thanh toán",,
"Payment amount","Số tiền thanh toán",,
"Payment information","Thông tin thanh toán",,
"Payment mode","Chế độ thanh toán",,
"Payment move",,,
"Payroll Leave","Nghỉ phép có lương",,
"Payroll Leaves","Nghỉ phép có lương",,
"Payroll Preparation","Chuẩn bị bảng lương",,
"Payroll Preparations","Chuẩn bị bảng lương",,
"Payroll Year","Năm lương",,
"Payroll periods","Kì lương",,
"Payroll preparation","Lập bảng lương",,
"Payroll preparation export","Xuất bảng lương",,
"Payroll preparation export batch","Xuất hàng loạt bảng lương",,
"Payroll preparation export page",,,
"Payroll preparation filters","Bộ lọc bảng lương",,
"Payroll preparation generation","Tạo bảng lương",,
"Payroll preparation generation batch","Tạo hàng loạt bảng lương",,
"Payroll preparation generation page",,,
"Payroll preparations","Lập bảng lương",,
"Payroll preparations attempted to be generated : %s","Bảng lương đã được tạo: %s",,
"Payroll preparations exported : %s","Bảng lương đã xuất: %s",,
"Payroll preparations failed to be generated due to a duplicate one : %s",,,
"Payroll preparations failed to be generated due to missing data : %s",,,
"Payroll preparations successfully generated : %s","Bảng lương được tạo thành công: %s",,
"Payroll year","Năm lương",,
"Payroll years","Năm lương",,
"Period","Kì",,
"Period is closed","Kì đã đóng",,
"Periods generation assistant","Trợ lý tạo chu kỳ",,
"Permanent","Dài hạn",,
"Personal expense","Chi phí cá nhân",,
"Personal expense amount","Tổng chi phí cá nhân",,
"Personal information","Thông tin cá nhân",,
"Phone","Điện thoại",,
"Phone at the customer","Điện thoại với khách hàng",,
"Phonebook.employeePhonebook","Danh bạ nhân viên",,
"Planned Time Planning","Lập kế hoạch thời gian dự kiến",,
"Planned hours","Giờ dự kiến",,
"Planned time","Thời gian dự kiến",,
"Planning line cannot be in two different days","Chi tiết kế hoạch không thể ở hai ngày khác nhau",,
"Plannings","Vòng ghép",,
"Plate Number","Biển số",,
"Please add a product","Vui lòng thêm một sản phẩm",,
"Please add a start date for generation","Vui lòng thêm ngày bắt đầu để tạo",,
"Please add an employee's planning related to user %s","Vui lòng thêm kế hoạch của nhân viên liên quan đến người dùng %s",,
"Please add an employee's public holiday events planning related to user %s","Vui lòng thêm kế hoạch nghỉ lễ của nhân viên liên quan đến người dùng %s",,
"Please add an end date for generation","Vui lòng thêm ngày kết thúc để tạo",,
"Please configure Formula Variables for human resource for the company %s","Vui lòng cấu hình các biến công thức về nguồn nhân lực công ty %s",,
"Please configure information for human resources for the company %s","Vui lòng cấu hình thông tin về nguồn nhân lực cho công ty %s",,
"Please configure the canceled expense template in HR config for the company %s","Vui lòng cấu hình mẫu chi phí đã hủy trong cấu hình nhân sự cho công ty %s",,
"Please configure the canceled extra hours template in HR config for the company %s","Vui lòng cấu hình mẫu giờ làm thêm đã bị hủy trong cấu hình nhân sự cho công ty %s",,
"Please configure the canceled leave template in HR config for the company %s","Vui lòng cấu hình mẫu nghỉ phép đã bị hủy trong cấu hình nhân sự cho công ty %s",,
"Please configure the canceled timehsheet template in HR config for the company %s","Vui lòng cấu hình mẫu bảng chấm công đã hủy trong cấu hình nhân sự cho công ty %s",,
"Please configure the expense type for kilometric allowance in HR config for the company %s","Vui lòng cấu hình loại chi phí cho phụ cấp km trong cấu hình nhân sự cho công ty %s",,
"Please configure the lunch voucher export path in HR config for the company %s","Vui lòng cấu hình đường dẫn xuất phiếu ăn trưa trong cấu hình nhân sự cho công ty %s",,
"Please configure the refused expense template in HR config for the company %s","Vui lòng cấu hình mẫu chi phí bị từ chối trong cấu hình nhân sự cho công ty %s",,
"Please configure the refused extra hours template in HR config for the company %s","Vui lòng cấu hình mẫu giờ làm thêm bị từ chối trong cấu hình nhân sự cho công ty %s",,
"Please configure the refused leave template in HR config for the company %s","Vui lòng cấu hình mẫu nghỉ phép bị từ chối trong cấu hình nhân sự cho công ty %s",,
"Please configure the refused timehsheet template in HR config for the company %s","Vui lòng cấu hình mẫu bảng chấm công bị từ chối trong cấu hình nhân sự cho công ty %s",,
"Please configure the sent expense template in HR config for the company %s","Vui lòng cấu hình mẫu chi phí đã gửi trong cấu hình nhân sự cho công ty %s",,
"Please configure the sent extra hours template in HR config for the company %s","Vui lòng cấu hình mẫu làm thêm giờ đã gửi trong cấu hình nhân sự cho công ty %s",,
"Please configure the sent leave template in HR config for the company %s","Vui lòng cấu hình mẫu nghỉ phép đã gửi trong cấu hình nhân sự cho công ty %s",,
"Please configure the sent timehsheet template in HR config for the company %s","Vui lòng cấu hình mẫu bảng chấm công đã gửi trong cấu hình nhân sự cho công ty %s",,
"Please configure the template for email reminder","Vui lòng cấu hình mẫu cho lời nhắc qua email",,
"Please configure the unit for this type of absence","Vui lòng cấu hình đơn vị cho loại vắng mặt này",,
"Please configure the unjustified absence reason in HR config for the company %s","Vui lòng cấu hình lý do vắng mặt không chính đáng trong cấu hình nhân sự cho công ty %s",,
"Please configure the validated expense template in HR config for the company %s","Vui lòng cấu hình mẫu chi phí đã được xác thực trong cấu hình nhân sự cho công ty %s",,
"Please configure the validated extra hours template in HR config for the company %s","Vui lòng cấu hình mẫu giờ làm thêm đã được xác thực trong cấu hình nhân sự cho công ty %s",,
"Please configure the validated leave template in HR config for the company %s","Vui lòng cấu hình mẫu nghỉ phép đã được xác thực trong cấu hình nhân sự cho công ty %s",,
"Please configure the validated timehsheet template in HR config for the company %s","Vui lòng cấu hình mẫu bảng chấm công đã được xác thực trong cấu hình nhân sự cho công ty %s",,
"Please create an employee for the user %s","Vui lòng tạo nhân viên cho người dùng %s",,
"Please fill a company.","Vui lòng điền vào một công ty.",,
"Please fill a leave period.","Vui lòng điền vào thời gian nghỉ phép.",,
"Please fill the payment mode.","Vui lòng điền vào phương thức thanh toán.",,
"Please fill the period","Vui lòng điền vào kì thời gian",,
"Please, add a contract of employment for employee : %s","Vui lòng thêm hợp đồng lao động cho nhân viên: %s",,
"Please, add a planning for employee : %s","Vui lòng thêm một kế hoạch cho nhân viên: %s",,
"Please, add a public holiday planning for employee : %s","Vui lòng thêm một kế hoạch nghỉ lễ cho nhân viên: %s",,
"Please, choose unit in leave reason %s.","Vui lòng chọn đơn vị trong Lý do nghỉ phép %s.",,
"Please, configure the number of daily work hours.","Vui lòng cấu hình số giờ làm việc hàng ngày.",,
"Please, enter an activity for the employee %s","Vui lòng nhập một hoạt động cho nhân viên %s",,
"Please, enter the number of daily work hours per employee %s","Vui lòng nhập số giờ làm việc hàng ngày cho mỗi nhân viên %s",,
"Please, provide weeklyPlanning , publicHolidaysPlanning and mainContract information for selected employees","Vui lòng cung cấp kế hoạch hàng tuần, kế hoạch nghỉ lễ, thông tin hợp đồng cho những nhân viên được chọn",,
"Please, select an employment contract template","Vui lòng chọn mẫu hợp đồng lao động",,
"Please, select an expense","Vui lòng chọn một chi phí",,
"Position","Chức vụ",,
"Position / Salary","Vị trí / tiền lương",,
"Presence","Sự hiện diện",,
"Previously hired","Trước đây đã thuê",,
"Print","In",,
"Print contract","In hợp đồng",,
"Probation period","Thời gian thử việc",,
"Probation period duration","Khoảng thời gian thử việc",,
"Probation periods","Thời gian thử việc",,
"ProbationPeriod.maximumDuration","Thời lượng tối đa",,
"ProbationPeriod.minimumDuration","Thời lượng tối thiểu",,
"Product Activities","Hoạt động sản phẩm",,
"Product Activity","Hoạt động sản phẩm",,
"Product dates","Ngày sản phẩm",,
"Product expense filters","Bộ lọc chi phí sản phẩm",,
"Product sheet","Bảng sản phẩm",,
"Product specific attributes","Các thuộc tính cụ thể của sản phẩm",,
"Product typology","Loại sản phẩm",,
"Products","Sản phẩm",,
"Profit-sharing beneficiary","Người thụ hưởng chia sẻ lợi nhuận",,
"Project","Dự án",,
"Project Planning","Kế hoạch dự án",,
"Project Planning time","Thời gian lập kế hoạch dự án",,
"Project Plannings","Kế hoạch dự án",,
"Project planning time","Thời gian lập kế hoạch dự án",,
"Project planning time lines","Dòng thời gian kế hoạch dự án",,
"Project task","Nhiệm vụ trong dự án",,
"Public Holiday Planning","Kế hoạch nghỉ lễ",,
"Public holidays","Ngày nghỉ lễ",,
"Public holidays planning","Kế hoạch nghỉ lễ",,
"Qty must be lower than %d.","Số lượng phải thấp hơn %d",,
"Qualification","Bằng cấp",,
"Qualification Level","Trình độ chuyên môn",,
"Qualification levels","Trình độ chuyên môn",,
"QualificationLevel.code","Mã",,
"QualificationLevel.name","Tên",,
"Qualifications","Bằng cấp",,
"Quantities","Số lượng",,
"Quantity","Số lượng",,
"Quantity to stock","Số lượng đến kho",,
"Rate","Xếp hạng",,
"Reason","Lý do",,
"Record date","Ngày ghi",,
"Ref.","Tham khảo.",,
"Referential date for seniority","Thâm niên",,
"Refresh","Làm mới",,
"Refusal Date","Ngày từ chối",,
"Refuse","Từ chối",,
"Refused","Bị từ chối",,
"Refused By","Từ chối bởi",,
"Refused Expense Template","Mẫu chi phí từ chối",,
"Refused Extra Hours Template","Mẫu giờ làm thêm bị từ chối",,
"Refused Leave Request Template","Mẫu yêu cầu nghỉ phép bị từ chối",,
"Refused Timesheet Template","Mẫu bảng chấm công từ chối",,
"Register payment","Đăng ký thanh toán",,
"Registration certificate","Giấy chứng nhận đăng ký",,
"Registration code","Mã đăng ký",,
"Registration number","Số đăng ký",,
"Reimbursed","Hoàn trả",,
"RejectionReason.name","Tên",,
"Relationship","Mối quan hệ",,
"Remaining","Còn lại",,
"Remaining amount","Số tiền còn lại / Số lượng còn lại",,
"Reminder","Nhắc nhở",,
"Reopen period","Thời kỳ mở lại",,
"Reportings","Báo cáo",,
"Reports","Báo cáo",,
"Request date","Ngày yêu cầu",,
"Request extra hours","Yêu cầu thêm giờ",,
"Requested","Đã yêu cầu",,
"Requested amount","Số tiền yêu cầu",,
"Requested lunch vouchers on the period","Phiếu ăn trưa được yêu cầu trong kỳ",,
"Resume","Sơ yếu lý lịch",,
"Return to draft status","Trở lại trạng thái nháp",,
"Round trip","Khứ hồi",,
"SILAE",,,
"SMIC value","Giá trị SMIC",,
"Salary change","Thay đổi tiền lương",,
"Sale","Bán hàng",,
"Sales","Bán hàng",,
"Saturday","Thứ bảy",,
"See timesheet lines","Xem chi tiết bảng chấm công",,
"Select Expense","Chọn chi phí",,
"Select Leave Request","Chọn yêu cầu nghỉ phép",,
"Select Timesheet","Chọn bảng chấm công",,
"Select extra hours","Chọn làm thêm giờ",,
"Select lines to remove","Chọn bản ghi để xóa",,
"Select the expense you want to edit","Chọn chi phí bạn muốn chỉnh sửa",,
"Select the extra hours you want to edit","Chọn làm thêm giờ bạn muốn chỉnh sửa",,
"Select the leave request you want to edit","Chọn yêu cầu nghỉ phép mà bạn muốn chỉnh sửa",,
"Select the timesheet you want to edit","Chọn bảng chấm công bạn muốn chỉnh sửa",,
"Select users","Chọn người dùng",,
"Send","Gửi",,
"Send Email","Gửi email",,
"Send Expenses","Gửi chi phí",,
"Send reminder","Gửi lời nhắc",,
"Seniority date","Ngày thâm niên",,
"Seniority leave Management","Quản lý nghỉ phép thâm niên",,
"Seniority leave management batch","Quản lý nghỉ phép thâm niên hàng loạt",,
"Seniority leave management page","Trang Quản lý nghỉ phép thâm niên",,
"Sent Date","Ngày gửi",,
"Sent Expense Template","Mẫu chi phí đã gửi",,
"Sent Leave Request Template","Đã gửi mẫu yêu cầu nghỉ phép",,
"Sequence","Mã tăng",,
"Set users to be reminded","Đặt người dùng được nhắc nhở",,
"Sex","Giới tính",,
"Show editor","Hiển thị trình biên tập",,
"Show expenses annual report","Hiển thị báo cáo chi phí hàng năm",,
"Show expenses to be validated by my subordinates","Hiển thị các khoản chi phí được cấp dưới của tôi xác nhận",,
"Show extra hours to be validated by my subordinates","Hiển thị làm thêm giờ để được xác nhận bởi cấp dưới của tôi",,
"Show leaves to be validated by my subordinates","Hiển thị các yêu cầu nghỉ phép được cấp dưới của tôi xác nhận",,
"Show timesheets to be validated by my subordinates","Hiển thị bảng chấm công được xác thực bởi cấp dưới của tôi",,
"Signature date","Ngày ký",,
"Silae",,,
"Single","Độc thân",,
"SmicValue.menu","SMIC",,
"SmicValue.name","Tên",,
"Social Charges","Phí xã hội",,
"Social security number","Số an sinh xã hội",,
"Spent time","Giành thời gian",,
"Standard","Tiêu chuẩn",,
"Start","Bắt đầu",,
"Start Date","Ngày bắt đầu",,
"Start On","Bắt đầu",,
"Start Time","Thời gian bắt đầu",,
"Start date","Ngày bắt đầu",,
"Start time","Thời gian bắt đầu",,
"Start&Stop","Bắt đầu & Dừng",,
"Start&Stop Timer","Bộ đếm giờ",,
"Starting city","Thành phố bắt đầu",,
"Status","Trạng thái",,
"Status Timer","Trạng thái hẹn giờ",,
"Step by step","Từng bước một",,
"Stock quantity status","Tình trạng số lượng hàng",,
"Stop","Dừng lại",,
"Sunday","Chủ nhật",,
"TEL",,,
"TEL 2",,,
"TSTimer",,,
"Task","Nhiệm vụ",,
"TeamTask","Nhiệm vụ nhóm",,
"Template","Mẫu",,
"The bank order linked to this expense has already been carried out/rejected, and thus can't be canceled","Lệnh ngân hàng liên kết với chi phí này đã được thực hiện / bị từ chối, do đó không thể hủy được",,
"The date of timesheet line %d can't be empty","Ngày của bảng chấm công dòng %d không được để trống",,
"The employee %s has multiple %s leave lines","Nhân viên %s có nhiều bản ghi nghỉ phép %s",,
"The employee %s has no %s leave line","Nhân viên %s không có  bản ghi nghỉ phép %s ",,
"The employee %s has no birth date","Nhân viên %s không có ngày sinh",,
"The employee %s has no seniority date","Nhân viên %s không có ngày thâm niên",,
"The kilometric allowance rate corresponding to the kilometric allow param %s and the company %s is missing",,,
"There is already a payroll preparation for the employee %s, the company %s and the period %s",,,
"There is an error in a formula","Có lỗi trong công thức",,
"There is no civil year for society %s which includes date %s","Không có năm dân sự cho xã hội %s bao gồm ngày %s",,
"There is no fiscal year for society %s which includes date %s","Không có năm tài chính nào cho xã hội %s bao gồm ngày %s",,
"There is no leave line for the employee %s and the reason %s.","Không có bản ghi nghỉ việc nào cho nhân viên %s và lý do %s.",,
"There is no matching condition for the allowance %s","Không có điều kiện phù hợp cho phụ cấp %s",,
"There is no payroll for society %s which includes date %s","Không có bảng lương cho xã hội %s bao gồm ngày %s",,
"There is no year for society %s which includes date %s","Không có năm nào cho xã hội %s bao gồm ngày %s",,
"There is no year selected for the allowance.","Không có năm được chọn để trợ cấp.",,
"This contact is referenced from employee %s - %s","Liên hệ này được tham chiếu từ nhân viên %s - %s",,
"This date is invalid. It must be included in the timesheet's period.","Ngày này không hợp lệ. Nó phải được bao gồm trong khoảng thời gian của bảng chấm công.",,
"Thursday","Thứ năm",,
"Time %","Thời gian %",,
"Time Sheet","Thời gian biểu",,
"Time logging preference","Ưu tiên ghi nhật ký thời gian",,
"Time of hire","Thời gian thuê",,
"Time%","Thời gian%",,
"Timer start date time","Thời gian bắt đầu hẹn giờ",,
"Timesheet","Bảng chấm công",,
"Timesheet Line","Chi tiết bảng chấm công",,
"Timesheet Line Form","Mẫu chi tiết bảng chấm công",,
"Timesheet Lines","Chi tiết bảng chấm công",,
"Timesheet Notification Mail","Thư thông báo bảng chấm công",,
"Timesheet Templates","Mẫu bảng chấm công",,
"Timesheet default end date format","Định dạng ngày kết thúc mặc định của bảng chấm công",,
"Timesheet editor","Trình chỉnh sửa bảng chấm công",,
"Timesheet filters","Bộ lọc bảng chấm công",,
"Timesheet line list is empty, please add a timesheet line list","Danh sách bản ghi bảng chấm công trống, vui lòng thêm danh sách bản ghi bảng chấm công",,
"Timesheet lines","Chi tiết bảng chấm công",,
"Timesheet reminder","Lời nhắc bảng chấm công",,
"Timesheet reminder line","Chi tiết nhắc nhở bảng chấm công",,
"Timesheet reminder lines","Chi tiết nhắc nhở bảng chấm công",,
"Timesheet reminder template","Mẫu nhắc nhở bảng chấm công",,
"Timesheet reminders","Lời nhắc bảng chấm công",,
"Timesheet report","Báo cáo bảng chấm công",,
"Timesheet.fromDate","Ngày bắt đầu",,
"Timesheet.task","Nhiệm vụ",,
"Timesheet.timesheetOf","Bảng chấm công của",,
"Timesheet.toDate","Ngày kết thúc",,
"Timesheet.totalDuration","Tổng thời lượng",,
"TimesheetLine.duration","Khoảng thời gian",,
"TimesheetLine.product","Sản phẩm",,
"TimesheetLine.project","Dự án",,
"TimesheetLine.timeSpent","Thời gian đã dành",,
"TimesheetReport","Báo cáo bảng chấm công",,
"Timesheets","Bảng chấm công",,
"Timesheets to Validate","Bảng chấm công cần xác nhận",,
"Timesheets to be Validated by your subordinates","Bảng chấm công được xác nhận bởi cấp dưới của bạn",,
"To","Đến",,
"To (included)","Đến (bao gồm)",,
"To Date","Ngày kết thúc",,
"To date","Ngày kết thúc",,
"To date can't be empty","Ngày kết thúc không thể trống",,
"To generation date",,,
"To invoice","Lập hóa đơn",,
"Too many requests","Quá nhiều yêu cầu",,
"Tools","Công cụ",,
"Total","Tổng cộng",,
"Total (h)","Tổng cộng (h)",,
"Total A.T.I","Tổng A.T.I",,
"Total A.T.I.","Tổng A.T.I",,
"Total Days in the period","Tổng số ngày trong kì",,
"Total Hours per Day","Tổng số giờ mỗi ngày",,
"Total Minutes per Day","Tổng số phút mỗi ngày",,
"Total W.T.","Tổng số W.T.",,
"Total amount","Tổng tiền",,
"Total amount with tax","Tổng tiền sau thuê",,
"Total lunch vouchers","Tổng số phiếu ăn trưa",,
"Total on period (hours)","Tổng số thời gian (giờ)",,
"Total planned hours","Tổng số giờ theo kế hoạch",,
"Total real hours","Tổng số giờ thực",,
"Total required hours","Tổng số giờ yêu cầu",,
"Total tax","Tổng tiền thuế",,
"Total to pay","Tổng tiền phải trả",,
"Total to refund","Tồng tiền hoàn lại",,
"TotalToRefund","Tồng tiền hoàn lại",,
"Totals on period","Tổng số thời gian",,
"Tracking number","Số theo dõi",,
"Trial period duration","Thời gian thử việc",,
"Tuesday","Thứ ba",,
"Type","Loại",,
"Unavailable to users","Không có sẵn cho người dùng",,
"Unique product for timesheet","Sản phẩm duy nhất cho bảng chấm công",,
"Unit","Đơn vị",,
"Untaxed amount","Số tiền chưa tính thuế",,
"Update date","Cập nhật ngày",,
"Update include in turonver forecast","Cập nhật bao gồm dự báo doanh thu",,
"Update to invoice","Cập nhật hóa đơn",,
"Use employee's Activity","Sử dụng hoạt động của nhân viên",,
"Use line's Activity",,,
"Use unique product for timesheet","Sử dụng sản phẩm duy nhất cho bảng chấm công",,
"Use weekly plannning coef.","Sử dụng kế hoạch hàng tuần",,
"Used amount","Số tiền đã sử dụng",,
"User","Người sử dụng",,
"User creation","Người dùng tạo",,
"User to be reminded","Người dùng được nhắc nhở",,
"Users","Người dùng",,
"VILLE",,,
"VOIE",,,
"Validate","Xác nhận",,
"Validate the advance","Xác thực khoản tạm ứng",,
"Validated","Xác nhận",,
"Validated Expense Template","Mẫu chi phí đã xác nhận",,
"Validated Extra Hours Template","Mẫu làm thêm giờ đã xác nhận",,
"Validated Leave Request Template","Mẫu yêu cầu nghỉ phép đã xác nhận",,
"Validated Timesheet Template","Mẫu bảng chấm công đã xác nhận",,
"Validated Timesheet lines","Chi tiết bảng chấm công đã xác nhận",,
"Validated by","Được xác nhận bởi",,
"Validation Date","Ngày xác nhận",,
"Value","Giá trị",,
"Vehicle","Phương tiện giao thông",,
"Vehicle Make",,,
"Vehicle Model","Mô hình phương tiện",,
"Vehicles","Phương tiện",,
"Ventilate","Làm rõ",,
"Ventilated","Làm rõ",,
"Waiting Timesheet lines","Chờ chi tiết bảng chấm công",,
"Waiting for validation","Chờ xác nhận",,
"Waiting validation","Xác nhận chờ đợi",,
"Wednesday","Thứ Tư",,
"Weekly Planning","Kế hoạch hàng tuần",,
"Weekly duration","Thời lượng hàng tuần",,
"Weekly planning","Kế hoạch hàng tuần",,
"Weekly work duration","Thời gian làm việc hàng tuần",,
"Weekly work hours","Giờ làm việc hàng tuần",,
"Withdrawn cash","Rút tiền mặt",,
"Work fixed phone","Điện thoại cố định",,
"Work hours","Giờ làm việc",,
"Work mobile phone","Điện thoại di động",,
"Work phones","Điện thoại",,
"Working days' number","Số ngày làm việc",,
"Working time modification","Điều chỉnh thời gian làm việc",,
"Year","Năm",,
"You are not able to take leave in advance for the reason '%s'.","Bạn không thể nghỉ phép trước vì lý do '%s'.",,
"You have to choose at least one timesheet","Bạn phải chọn ít nhất một bảng chấm công",,
"You must be a HR manager to have the permission to do this.","Bạn phải là giám đốc nhân sự để có quyền làm điều này.",,
"You must choose a template.","Bạn phải chọn một mẫu.",,
"You must configure an account for expenses taxes (company : %s)","Bạn phải cấu hình tài khoản cho thuế phí (công ty: %s)",,
"You must configure an expenses account (company : %s)","Bạn phải cấu hình tài khoản chi phí (công ty: %s)",,
"You must configure an expenses journal(company : %s)","Bạn phải cấu hình nhật kí chi phí (công ty: %s)",,
"You now have a negative amount of leave available for the reason %s","Bạn hiện có số ngày nghỉ phép âm vì lý do %s",,
"amount","Tổng số",,
"com.axelor.apps.hr.service.batch.HrBatchService",,,
"hr.department","Phòng",,
"http://www.url.com","http://www.url.com",,
"login name","Tên đăng nhập",,
"user group","Nhóm người dùng",,
"value:Employees Managment","Quản lý nhân viên",,
"value:Expense Management","Quản lý chi phí",,
"value:Extra hours","Làm thêm giờ",,
"value:Leave Management","Quản lý nghỉ phép",,
"value:Timesheet Management","Quản lý bảng chấm công",,
"{{ ""HR manager"" }}",,,
